timestamp,cpu_usage,memory_usage,disk_io,anomaly
2023-01-03 19:01:00,35.76317363116077,25.42673132337135,59.799015531175186,0
2023-01-06 08:19:00,58.50719394460647,22.285889254813938,69.74154903683625,0
2023-01-02 23:07:00,49.379959906339685,22.660409111805997,53.00532857963099,0
2023-01-01 17:58:00,65.00759790634311,24.114841842734645,92.6818921356498,0
2023-01-05 07:16:00,35.69168798375328,28.958886451936237,80.59609912979836,0
2023-01-06 16:13:00,42.158361416401675,36.771054626225414,35.17872612075775,0
2023-01-03 14:45:00,50.176132519336576,24.286046525017994,72.66859389259301,0
2023-01-03 01:32:00,36.3168496116719,28.858196036711803,70.45568014619438,0
2023-01-03 10:26:00,53.22974503617668,34.41812274485486,65.83004317382208,0
2023-01-01 00:17:00,53.142473325952736,32.29158969562721,47.247123752375224,0
2023-01-05 00:00:00,50.29430591677552,33.68535335308836,70.82427840442226,0
2023-01-02 17:25:00,58.59587886979802,29.32063475818102,54.8648465337271,0
2023-01-05 05:05:00,47.27066679774487,31.25073858017678,71.35637391948134,0
2023-01-07 16:53:00,65.1842203065218,30.16800853676778,76.56218483921687,0
2023-01-02 07:40:00,56.969544045107355,33.16291399821099,73.62650334826465,0
2023-01-05 03:52:00,40.01693224708945,32.32243802788617,72.26280155210249,0
2023-01-02 23:39:00,51.94107630953358,22.9997173141831,68.68564680618654,0
2023-01-01 02:15:00,65.4993440501754,27.622327766323224,67.25950342117169,0
2023-01-02 17:42:00,46.686916168166775,26.207680385345675,79.54897566263,0
2023-01-03 18:01:00,68.90440685155782,31.800654756387814,69.85942662218854,0
2023-01-02 23:14:00,47.56616020624982,32.48190823264422,65.11568075275005,0
2023-01-05 14:19:00,47.74737357508646,23.8233301034826,72.46263734196211,0
2023-01-07 02:48:00,54.87218194630427,31.058962100928923,66.95673374484942,0
2023-01-07 14:56:00,42.01793923641846,26.018879386130905,112.77111467927418,0
2023-01-01 02:55:00,58.27183249036024,28.997144096721158,66.42633547152319,0
2023-01-04 03:35:00,43.62412457924036,22.45695272810145,60.16304032795311,0
2023-01-01 21:23:00,59.56702316794584,28.266250544958787,53.839165541515946,0
2023-01-03 23:35:00,34.72832143410352,32.15006761905678,79.33211460550959,0
2023-01-06 23:14:00,49.039993382661415,30.168249792677656,58.241736966095544,0
2023-01-02 23:49:00,62.28980502489062,24.347397719835193,69.15007686380142,0
2023-01-07 21:27:00,47.65420970380812,22.057484317959137,100.01534108289005,0
2023-01-04 16:16:00,50.79573534942166,26.850663254313126,77.70456083500306,0
2023-01-06 08:03:00,65.42276627661302,22.445377190915032,69.08696241675655,0
2023-01-03 11:53:00,35.20555776860276,36.161419147554156,86.60280436708854,0
2023-01-05 11:21:00,48.71736519516169,36.677265308508716,39.98968180369714,0
2023-01-02 01:06:00,56.963874474567156,35.49731885697827,73.518550299048,0
2023-01-02 02:34:00,26.370675644581617,30.06287884800157,87.90973409768267,0
2023-01-03 23:57:00,61.27908993253569,32.929064917773275,60.0738938765049,0
2023-01-04 07:08:00,41.317390384016676,30.555441756524164,64.07875569497041,0
2023-01-06 20:04:00,63.52362545926151,33.37582200494147,64.03794790421489,0
2023-01-02 14:55:00,55.75205016106566,23.4285745109594,54.93835889190822,0
2023-01-07 21:58:00,56.50667628792086,38.736186642549455,57.71999894199804,0
2023-01-02 11:30:00,54.38475738809727,39.79841990977941,79.5137931470714,0
2023-01-03 21:28:00,59.863765059059375,27.746077534532674,79.48012484289788,0
2023-01-07 04:44:00,38.81476515788368,30.281226687865896,80.557392303096,0
2023-01-01 15:19:00,51.94089992898308,28.571567259538682,61.11501692718958,0
2023-01-06 23:34:00,49.880026553722765,28.05394427401618,55.209684637433945,0
2023-01-04 16:47:00,52.17802339748726,22.49081537685081,92.48931637713531,0
2023-01-07 20:32:00,46.80092721997086,37.69197492219139,76.8027227364606,0
2023-01-06 17:13:00,44.21015780060095,35.386799049311364,52.984141969431846,0
2023-01-04 10:48:00,47.05544242411966,31.558171494037126,66.85302759468205,0
2023-01-04 10:24:00,67.48137069120835,29.793596133038147,73.82856934058397,0
2023-01-06 12:48:00,45.95204620579707,23.979565249144017,80.69759863188402,0
2023-01-02 04:48:00,53.67287313401341,27.499236593926355,84.78777668502258,0
2023-01-02 14:48:00,56.95537757565778,28.17109627348997,60.78376779608182,0
2023-01-02 06:35:00,53.61503525206102,30.096454401869714,57.66996219827638,0
2023-01-03 02:46:00,61.59074064955898,35.98381612490219,62.38315763790091,0
2023-01-03 09:17:00,37.23695583461664,34.170277259246845,82.39192950734427,0
2023-01-02 19:24:00,43.75654610286776,34.29186615986064,76.22312348633658,0
2023-01-05 15:04:00,42.80010466778061,30.53272338217187,51.51006184849365,0
2023-01-01 01:28:00,44.70239796232961,33.85025054458793,67.18744174406841,0
2023-01-04 02:45:00,34.05244041836667,26.579769848104792,73.43549440897208,0
2023-01-03 14:05:00,55.82737583173864,33.7110498121325,75.21115716542654,0
2023-01-01 16:29:00,50.26885838994531,34.02471286818674,78.44064756358841,0
2023-01-01 11:41:00,60.49009225836889,33.064126608346605,51.16797985461375,0
2023-01-07 21:54:00,52.541276870714356,30.16241027376622,106.6794844768181,0
2023-01-04 20:25:00,33.28830227505935,28.22659820034621,87.60892371032214,0
2023-01-05 18:14:00,50.22339239318608,32.179731619496685,80.34870649832328,0
2023-01-04 15:10:00,68.07608507769262,30.144244473965923,86.98933686657624,0
2023-01-03 09:32:00,48.7234531848181,24.377391601930523,68.32893796896592,0
2023-01-04 23:43:00,35.34326142657905,31.448349060690703,76.45464346759927,0
2023-01-04 10:03:00,64.1418728833109,34.104835696564976,51.27418281809422,0
2023-01-05 12:48:00,50.195996165776286,31.974100102060884,71.54324014205159,0
